exp_cs1024_co102|28|28
exp_cs1024_co154|28|28
exp_cs1024_co205|28|28
exp_cs1024_co256|28|28
exp_cs128_co13|28|66
exp_cs128_co19|28|67
exp_cs128_co26|28|67
exp_cs128_co32|28|68
exp_cs256_co26|28|34
exp_cs256_co38|28|35
exp_cs256_co51|28|35
exp_cs256_co64|28|36
exp_cs512_co102|28|28
exp_cs512_co128|28|28
exp_cs512_co51|28|28
exp_cs512_co77|28|28
exp_cs768_co115|28|28
exp_cs768_co154|28|28
exp_cs768_co192|28|28
exp_cs768_co77|28|28
